,identifier,response_id,sentence_number,token_number,token,lemma,pos
5236,Q16_R_vdF645yrvK272Fz_0_2,R_vdF645yrvK272Fz,0,2,zelf,zelf,ADV
5237,Q16_R_vdF645yrvK272Fz_0_3,R_vdF645yrvK272Fz,0,3,graag,graag,ADV
5238,Q16_R_vdF645yrvK272Fz_0_4,R_vdF645yrvK272Fz,0,4,internationale,internationaal,ADJ
5239,Q16_R_vdF645yrvK272Fz_0_5,R_vdF645yrvK272Fz,0,5,schrijvers,schrijver,NOUN
5240,Q16_R_vdF645yrvK272Fz_0_6,R_vdF645yrvK272Fz,0,6,",",",",PUNCT
5241,Q16_R_vdF645yrvK272Fz_0_7,R_vdF645yrvK272Fz,0,7,en,en,CCONJ
5242,Q16_R_vdF645yrvK272Fz_0_8,R_vdF645yrvK272Fz,0,8,zeker,zeker,ADJ
5243,Q16_R_vdF645yrvK272Fz_0_9,R_vdF645yrvK272Fz,0,9,die,die,PRON
5244,Q16_R_vdF645yrvK272Fz_0_10,R_vdF645yrvK272Fz,0,10,uit,uit,ADP
5245,Q16_R_vdF645yrvK272Fz_0_11,R_vdF645yrvK272Fz,0,11,koloniale,koloniaal,ADJ
5246,Q16_R_vdF645yrvK272Fz_0_12,R_vdF645yrvK272Fz,0,12,gebieden,gebied,NOUN
5247,Q16_R_vdF645yrvK272Fz_0_13,R_vdF645yrvK272Fz,0,13,",",",",PUNCT
5248,Q16_R_vdF645yrvK272Fz_0_14,R_vdF645yrvK272Fz,0,14,hoeft,hoeven,VERB
5249,Q16_R_vdF645yrvK272Fz_0_15,R_vdF645yrvK272Fz,0,15,niet,niet,ADV
5250,Q16_R_vdF645yrvK272Fz_0_16,R_vdF645yrvK272Fz,0,16,Congo,Congo,PROPN
5251,Q16_R_vdF645yrvK272Fz_0_17,R_vdF645yrvK272Fz,0,17,of,of,CCONJ
5252,Q16_R_vdF645yrvK272Fz_0_18,R_vdF645yrvK272Fz,0,18,die,die,PRON
5253,Q16_R_vdF645yrvK272Fz_0_19,R_vdF645yrvK272Fz,0,19,van,van,ADP
5254,Q16_R_vdF645yrvK272Fz_0_20,R_vdF645yrvK272Fz,0,20,Nederland,Nederland,PROPN
5255,Q16_R_vdF645yrvK272Fz_0_21,R_vdF645yrvK272Fz,0,21,te,te,ADP
5256,Q16_R_vdF645yrvK272Fz_0_22,R_vdF645yrvK272Fz,0,22,zijn,zijn,AUX
5257,Q16_R_vdF645yrvK272Fz_0_23,R_vdF645yrvK272Fz,0,23,;,;,PUNCT
5258,Q16_R_vdF645yrvK272Fz_0_24,R_vdF645yrvK272Fz,0,24,West-Afrikaanse,West-Afrikaans,ADJ
5259,Q16_R_vdF645yrvK272Fz_0_25,R_vdF645yrvK272Fz,0,25,schrijvers,schrijver,NOUN
5260,Q16_R_vdF645yrvK272Fz_0_26,R_vdF645yrvK272Fz,0,26,waren,zijn,AUX
5261,Q16_R_vdF645yrvK272Fz_0_27,R_vdF645yrvK272Fz,0,27,een,een,DET
5262,Q16_R_vdF645yrvK272Fz_0_28,R_vdF645yrvK272Fz,0,28,heerlijke,heerlijk,ADJ
5263,Q16_R_vdF645yrvK272Fz_0_29,R_vdF645yrvK272Fz,0,29,ontdekking,ontdekking,NOUN
5264,Q16_R_vdF645yrvK272Fz_0_30,R_vdF645yrvK272Fz,0,30,.,.,PUNCT
5265,Q16_R_vdF645yrvK272Fz_1_0,R_vdF645yrvK272Fz,1,0,Had,hebben,AUX
5266,Q16_R_vdF645yrvK272Fz_1_1,R_vdF645yrvK272Fz,1,1,ik,ik,PRON
5267,Q16_R_vdF645yrvK272Fz_1_2,R_vdF645yrvK272Fz,1,2,dat,dat,PRON
5268,Q16_R_vdF645yrvK272Fz_1_3,R_vdF645yrvK272Fz,1,3,maar,maar,ADV
5269,Q16_R_vdF645yrvK272Fz_1_4,R_vdF645yrvK272Fz,1,4,aangeboden,aanbieden,VERB
5270,Q16_R_vdF645yrvK272Fz_1_5,R_vdF645yrvK272Fz,1,5,gekregen,krijgen,VERB
5271,Q16_R_vdF645yrvK272Fz_1_6,R_vdF645yrvK272Fz,1,6,op,op,ADP
5272,Q16_R_vdF645yrvK272Fz_1_7,R_vdF645yrvK272Fz,1,7,school,school,NOUN
5273,Q16_R_vdF645yrvK272Fz_1_8,R_vdF645yrvK272Fz,1,8,.,.,PUNCT
5274,Q16_R_3QVFQZ4t14OygOo_0_0,R_3QVFQZ4t14OygOo,0,0,Edgar,Edgar,PROPN
5275,Q16_R_3QVFQZ4t14OygOo_0_1,R_3QVFQZ4t14OygOo,0,1,cairo,cairo,PROPN
5276,Q16_R_3QVFQZ4t14OygOo_0_2,R_3QVFQZ4t14OygOo,0,2,Basuki,Basuki,PROPN
5277,Q16_R_3QVFQZ4t14OygOo_0_3,R_3QVFQZ4t14OygOo,0,3,Gunawan,Gunawan,PROPN
5278,Q16_R_3QVFQZ4t14OygOo_0_4,R_3QVFQZ4t14OygOo,0,4,Frank,Frank,PROPN
5279,Q16_R_3QVFQZ4t14OygOo_0_5,R_3QVFQZ4t14OygOo,0,5,martinus,martinus,PROPN
5280,Q16_R_3QVFQZ4t14OygOo_0_6,R_3QVFQZ4t14OygOo,0,6,Arion,Arion,PROPN
5281,Q16_R_3QVFQZ4t14OygOo_0_7,R_3QVFQZ4t14OygOo,0,7,Astrid,Astrid,PROPN
5282,Q16_R_3QVFQZ4t14OygOo_0_8,R_3QVFQZ4t14OygOo,0,8,roemer,roemer,NOUN
5283,Q16_R_3QaxJTfp9O0A2gV_0_0,R_3QaxJTfp9O0A2gV,0,0,Moeilijk,moeilijk,ADJ
5284,Q16_R_3QaxJTfp9O0A2gV_0_1,R_3QaxJTfp9O0A2gV,0,1,kiezen,kiezen,VERB
5285,Q16_R_3QaxJTfp9O0A2gV_0_2,R_3QaxJTfp9O0A2gV,0,2,hier,hier,ADV
5286,Q16_R_3QaxJTfp9O0A2gV_0_3,R_3QaxJTfp9O0A2gV,0,3,",",",",PUNCT
5287,Q16_R_3QaxJTfp9O0A2gV_0_4,R_3QaxJTfp9O0A2gV,0,4,want,want,CCONJ
5288,Q16_R_3QaxJTfp9O0A2gV_0_5,R_3QaxJTfp9O0A2gV,0,5,ook,ook,ADV
5289,Q16_R_3QaxJTfp9O0A2gV_0_6,R_3QaxJTfp9O0A2gV,0,6,Alfred,Alfred,PROPN
5290,Q16_R_3QaxJTfp9O0A2gV_0_7,R_3QaxJTfp9O0A2gV,0,7,Birney,Birney,PROPN
5291,Q16_R_3QaxJTfp9O0A2gV_0_8,R_3QaxJTfp9O0A2gV,0,8,",",",",PUNCT
5292,Q16_R_3QaxJTfp9O0A2gV_0_9,R_3QaxJTfp9O0A2gV,0,9,Tip,Tip,PROPN
5293,Q16_R_3QaxJTfp9O0A2gV_0_10,R_3QaxJTfp9O0A2gV,0,10,Marugg,Marugg,PROPN
5294,Q16_R_3QaxJTfp9O0A2gV_0_11,R_3QaxJTfp9O0A2gV,0,11,",",",",PUNCT
5295,Q16_R_3QaxJTfp9O0A2gV_0_12,R_3QaxJTfp9O0A2gV,0,12,Marion,Marion,PROPN
5296,Q16_R_3QaxJTfp9O0A2gV_0_13,R_3QaxJTfp9O0A2gV,0,13,Bloem,Bloem,PROPN
5297,Q16_R_3QaxJTfp9O0A2gV_0_14,R_3QaxJTfp9O0A2gV,0,14,en,en,CCONJ
5298,Q16_R_3QaxJTfp9O0A2gV_0_15,R_3QaxJTfp9O0A2gV,0,15,Hella,Hella,PROPN
5299,Q16_R_3QaxJTfp9O0A2gV_0_16,R_3QaxJTfp9O0A2gV,0,16,Haasse,Haasse,PROPN
5300,Q16_R_3QaxJTfp9O0A2gV_0_17,R_3QaxJTfp9O0A2gV,0,17,hadden,hebben,VERB
5301,Q16_R_3QaxJTfp9O0A2gV_0_18,R_3QaxJTfp9O0A2gV,0,18,wel,wel,ADV
5302,Q16_R_3QaxJTfp9O0A2gV_0_19,R_3QaxJTfp9O0A2gV,0,19,een,een,DET
5303,Q16_R_3QaxJTfp9O0A2gV_0_20,R_3QaxJTfp9O0A2gV,0,20,plek,plek,NOUN
5304,Q16_R_3QaxJTfp9O0A2gV_0_21,R_3QaxJTfp9O0A2gV,0,21,verdiend,verdienen,VERB
5305,Q16_R_3QaxJTfp9O0A2gV_0_22,R_3QaxJTfp9O0A2gV,0,22,.,.,PUNCT
5306,Q16_R_WcdT8V0dWtM5CrD_0_0,R_WcdT8V0dWtM5CrD,0,0,De,de,DET
5307,Q16_R_WcdT8V0dWtM5CrD_0_1,R_WcdT8V0dWtM5CrD,0,1,canon,canon,NOUN
5308,Q16_R_WcdT8V0dWtM5CrD_0_2,R_WcdT8V0dWtM5CrD,0,2,kan,kunnen,AUX
5309,Q16_R_WcdT8V0dWtM5CrD_0_3,R_WcdT8V0dWtM5CrD,0,3,deze,deze,DET
5310,Q16_R_WcdT8V0dWtM5CrD_0_4,R_WcdT8V0dWtM5CrD,0,4,teksten,tekst,NOUN
5311,Q16_R_WcdT8V0dWtM5CrD_0_5,R_WcdT8V0dWtM5CrD,0,5,bevatten,bevatten,VERB
5312,Q16_R_WcdT8V0dWtM5CrD_0_6,R_WcdT8V0dWtM5CrD,0,6,.,.,PUNCT
5313,Q16_R_WcdT8V0dWtM5CrD_1_0,R_WcdT8V0dWtM5CrD,1,0,Het,het,DET
5314,Q16_R_WcdT8V0dWtM5CrD_1_1,R_WcdT8V0dWtM5CrD,1,1,"""","""",PUNCT
5315,Q16_R_WcdT8V0dWtM5CrD_1_2,R_WcdT8V0dWtM5CrD,1,2,moeten,moeten,VERB
5316,Q16_R_WcdT8V0dWtM5CrD_1_3,R_WcdT8V0dWtM5CrD,1,3,"""","""",PUNCT
5317,Q16_R_WcdT8V0dWtM5CrD_1_4,R_WcdT8V0dWtM5CrD,1,4,legt,legt,VERB
5318,Q16_R_WcdT8V0dWtM5CrD_1_5,R_WcdT8V0dWtM5CrD,1,5,vooraf,vooraf,ADV
5319,Q16_R_WcdT8V0dWtM5CrD_1_6,R_WcdT8V0dWtM5CrD,1,6,al,al,ADV
5320,Q16_R_WcdT8V0dWtM5CrD_1_7,R_WcdT8V0dWtM5CrD,1,7,beperkingen,beperking,NOUN
5321,Q16_R_WcdT8V0dWtM5CrD_1_8,R_WcdT8V0dWtM5CrD,1,8,op,op,ADP
5322,Q16_R_WcdT8V0dWtM5CrD_1_9,R_WcdT8V0dWtM5CrD,1,9,aan,aan,ADP
5323,Q16_R_WcdT8V0dWtM5CrD_1_10,R_WcdT8V0dWtM5CrD,1,10,de,de,DET
5324,Q16_R_WcdT8V0dWtM5CrD_1_11,R_WcdT8V0dWtM5CrD,1,11,inhoud,inhoud,NOUN
5325,Q16_R_WcdT8V0dWtM5CrD_1_12,R_WcdT8V0dWtM5CrD,1,12,van,van,ADP
5326,Q16_R_WcdT8V0dWtM5CrD_1_13,R_WcdT8V0dWtM5CrD,1,13,de,de,DET
5327,Q16_R_WcdT8V0dWtM5CrD_1_14,R_WcdT8V0dWtM5CrD,1,14,canon,canon,NOUN
5328,Q16_R_WcdT8V0dWtM5CrD_1_15,R_WcdT8V0dWtM5CrD,1,15,.,.,PUNCT
5329,Q16_R_2RWWWvXLnvEzHAZ_0_0,R_2RWWWvXLnvEzHAZ,0,0,Dit,dit,DET
5330,Q16_R_2RWWWvXLnvEzHAZ_0_1,R_2RWWWvXLnvEzHAZ,0,1,werk,werk,NOUN
5331,Q16_R_2RWWWvXLnvEzHAZ_0_2,R_2RWWWvXLnvEzHAZ,0,2,wordt,worden,AUX
5332,Q16_R_2RWWWvXLnvEzHAZ_0_3,R_2RWWWvXLnvEzHAZ,0,3,in,in,ADP
5333,Q16_R_2RWWWvXLnvEzHAZ_0_4,R_2RWWWvXLnvEzHAZ,0,4,zijn,zijn,PRON
5334,Q16_R_2RWWWvXLnvEzHAZ_0_5,R_2RWWWvXLnvEzHAZ,0,5,Afrikaanse,Afrikaans,ADJ
5335,Q16_R_2RWWWvXLnvEzHAZ_0_6,R_2RWWWvXLnvEzHAZ,0,6,vertaling,vertaling,NOUN
5336,Q16_R_2RWWWvXLnvEzHAZ_0_7,R_2RWWWvXLnvEzHAZ,0,7,tot,tot,ADP
5337,Q16_R_2RWWWvXLnvEzHAZ_0_8,R_2RWWWvXLnvEzHAZ,0,8,de,de,DET
5338,Q16_R_2RWWWvXLnvEzHAZ_0_9,R_2RWWWvXLnvEzHAZ,0,9,Zuid-Afrikaanse,Zuid-Afrikaanse,ADJ
5339,Q16_R_2RWWWvXLnvEzHAZ_0_10,R_2RWWWvXLnvEzHAZ,0,10,canon,canon,NOUN
5340,Q16_R_2RWWWvXLnvEzHAZ_0_11,R_2RWWWvXLnvEzHAZ,0,11,gerekend,rekenen,VERB
5341,Q16_R_2RWWWvXLnvEzHAZ_0_12,R_2RWWWvXLnvEzHAZ,0,12,",",",",PUNCT
5342,Q16_R_2RWWWvXLnvEzHAZ_0_13,R_2RWWWvXLnvEzHAZ,0,13,maar,maar,CCONJ
5343,Q16_R_2RWWWvXLnvEzHAZ_0_14,R_2RWWWvXLnvEzHAZ,0,14,is,zijn,AUX
5344,Q16_R_2RWWWvXLnvEzHAZ_0_15,R_2RWWWvXLnvEzHAZ,0,15,oorspronkelijk,oorspronkelijk,ADJ
5345,Q16_R_2RWWWvXLnvEzHAZ_0_16,R_2RWWWvXLnvEzHAZ,0,16,in,in,ADP
5346,Q16_R_2RWWWvXLnvEzHAZ_0_17,R_2RWWWvXLnvEzHAZ,0,17,het,het,DET
5347,Q16_R_2RWWWvXLnvEzHAZ_0_18,R_2RWWWvXLnvEzHAZ,0,18,Nederlands,Nederlands,PROPN
5348,Q16_R_2RWWWvXLnvEzHAZ_0_19,R_2RWWWvXLnvEzHAZ,0,19,geschreven,schrijven,VERB
5349,Q16_R_2RWWWvXLnvEzHAZ_0_20,R_2RWWWvXLnvEzHAZ,0,20,!,!,PUNCT
5350,Q16_R_2YeKgkg6es0NdQR_0_0,R_2YeKgkg6es0NdQR,0,0,Ik,ik,PRON
5351,Q16_R_2YeKgkg6es0NdQR_0_1,R_2YeKgkg6es0NdQR,0,1,ken,kennen,VERB
5352,Q16_R_2YeKgkg6es0NdQR_0_2,R_2YeKgkg6es0NdQR,0,2,ze,ze,PRON
5353,Q16_R_2YeKgkg6es0NdQR_0_3,R_2YeKgkg6es0NdQR,0,3,eigenlijk,eigenlijk,ADJ
5354,Q16_R_2YeKgkg6es0NdQR_0_4,R_2YeKgkg6es0NdQR,0,4,niet,niet,ADV
5355,Q16_R_2YeKgkg6es0NdQR_0_5,R_2YeKgkg6es0NdQR,0,5,goed,goed,ADJ
5356,Q16_R_2YeKgkg6es0NdQR_0_6,R_2YeKgkg6es0NdQR,0,6,...,...,PUNCT
5357,Q16_R_2VOUrrjSFLmcNYE_0_0,R_2VOUrrjSFLmcNYE,0,0,Het,het,PRON
5358,Q16_R_2VOUrrjSFLmcNYE_0_1,R_2VOUrrjSFLmcNYE,0,1,gaat,gaan,VERB
5359,Q16_R_2VOUrrjSFLmcNYE_0_2,R_2VOUrrjSFLmcNYE,0,2,om,om,ADP
5360,Q16_R_2VOUrrjSFLmcNYE_0_3,R_2VOUrrjSFLmcNYE,0,3,een,een,DET
5361,Q16_R_2VOUrrjSFLmcNYE_0_4,R_2VOUrrjSFLmcNYE,0,4,Nederlandstalige,Nederlandstalig,ADJ
5362,Q16_R_2VOUrrjSFLmcNYE_0_5,R_2VOUrrjSFLmcNYE,0,5,canon,canon,NOUN
5363,Q16_R_2VOUrrjSFLmcNYE_0_6,R_2VOUrrjSFLmcNYE,0,6,",",",",PUNCT
5364,Q16_R_2VOUrrjSFLmcNYE_0_7,R_2VOUrrjSFLmcNYE,0,7,de,de,DET
5365,Q16_R_2VOUrrjSFLmcNYE_0_8,R_2VOUrrjSFLmcNYE,0,8,geboorteplaats,geboorteplaats,NOUN
5366,Q16_R_2VOUrrjSFLmcNYE_0_9,R_2VOUrrjSFLmcNYE,0,9,van,van,ADP
5367,Q16_R_2VOUrrjSFLmcNYE_0_10,R_2VOUrrjSFLmcNYE,0,10,de,de,DET
5368,Q16_R_2VOUrrjSFLmcNYE_0_11,R_2VOUrrjSFLmcNYE,0,11,auteur,auteur,NOUN
5369,Q16_R_2VOUrrjSFLmcNYE_0_12,R_2VOUrrjSFLmcNYE,0,12,is,zijn,AUX
5370,Q16_R_2VOUrrjSFLmcNYE_0_13,R_2VOUrrjSFLmcNYE,0,13,niet,niet,ADV
5371,Q16_R_2VOUrrjSFLmcNYE_0_14,R_2VOUrrjSFLmcNYE,0,14,direct,direct,ADJ
5372,Q16_R_2VOUrrjSFLmcNYE_0_15,R_2VOUrrjSFLmcNYE,0,15,relevant,relevant,ADJ
5373,Q16_R_2VOUrrjSFLmcNYE_0_16,R_2VOUrrjSFLmcNYE,0,16,.,.,PUNCT
5374,Q16_R_vodKLdIlpEXtS0x_0_0,R_vodKLdIlpEXtS0x,0,0,Dat,dat,PRON
5375,Q16_R_vodKLdIlpEXtS0x_0_1,R_vodKLdIlpEXtS0x,0,1,lijkt,lijken,VERB
5376,Q16_R_vodKLdIlpEXtS0x_0_2,R_vodKLdIlpEXtS0x,0,2,me,me,PRON
5377,Q16_R_vodKLdIlpEXtS0x_0_3,R_vodKLdIlpEXtS0x,0,3,evident,evident,ADJ
5378,Q16_R_vodKLdIlpEXtS0x_0_4,R_vodKLdIlpEXtS0x,0,4,.,.,PUNCT
5379,Q16_R_vodKLdIlpEXtS0x_1_0,R_vodKLdIlpEXtS0x,1,0,Als,als,SCONJ
5380,Q16_R_vodKLdIlpEXtS0x_1_1,R_vodKLdIlpEXtS0x,1,1,daar,daar,ADV
5381,Q16_R_vodKLdIlpEXtS0x_1_2,R_vodKLdIlpEXtS0x,1,2,deftige,deftig,ADJ
5382,Q16_R_vodKLdIlpEXtS0x_1_3,R_vodKLdIlpEXtS0x,1,3,boeken,boek,NOUN
5383,Q16_R_vodKLdIlpEXtS0x_1_4,R_vodKLdIlpEXtS0x,1,4,over,over,ADP
5384,Q16_R_vodKLdIlpEXtS0x_1_5,R_vodKLdIlpEXtS0x,1,5,geschreven,schrijven,VERB
5385,Q16_R_vodKLdIlpEXtS0x_1_6,R_vodKLdIlpEXtS0x,1,6,zijn,zijn,AUX
5386,Q16_R_vodKLdIlpEXtS0x_1_7,R_vodKLdIlpEXtS0x,1,7,.,.,PUNCT
5387,Q16_R_vodKLdIlpEXtS0x_2_0,R_vodKLdIlpEXtS0x,2,0,Maar,maar,CCONJ
5388,Q16_R_vodKLdIlpEXtS0x_2_1,R_vodKLdIlpEXtS0x,2,1,",",",",PUNCT
5389,Q16_R_vodKLdIlpEXtS0x_2_2,R_vodKLdIlpEXtS0x,2,2,neem,nemen,VERB
5390,Q16_R_vodKLdIlpEXtS0x_2_3,R_vodKLdIlpEXtS0x,2,3,je,je,PRON
5391,Q16_R_vodKLdIlpEXtS0x_2_4,R_vodKLdIlpEXtS0x,2,4,dan,dan,ADV
5392,Q16_R_vodKLdIlpEXtS0x_2_5,R_vodKLdIlpEXtS0x,2,5,bijvoorbeeld,bijvoorbeeld,ADV
5393,Q16_R_vodKLdIlpEXtS0x_2_6,R_vodKLdIlpEXtS0x,2,6,Jef,Jef,PROPN
5394,Q16_R_vodKLdIlpEXtS0x_2_7,R_vodKLdIlpEXtS0x,2,7,Geeraerts,Geeraerts,PROPN
5395,Q16_R_vodKLdIlpEXtS0x_2_8,R_vodKLdIlpEXtS0x,2,8,op,op,ADP
5396,Q16_R_vodKLdIlpEXtS0x_2_9,R_vodKLdIlpEXtS0x,2,9,in,in,ADP
5397,Q16_R_vodKLdIlpEXtS0x_2_10,R_vodKLdIlpEXtS0x,2,10,je,je,PRON
5398,Q16_R_vodKLdIlpEXtS0x_2_11,R_vodKLdIlpEXtS0x,2,11,canon,canon,NOUN
5399,Q16_R_vodKLdIlpEXtS0x_2_12,R_vodKLdIlpEXtS0x,2,12,.,.,PUNCT
5400,Q16_R_vodKLdIlpEXtS0x_3_0,R_vodKLdIlpEXtS0x,3,0,Boeken,boek,NOUN
5401,Q16_R_vodKLdIlpEXtS0x_3_1,R_vodKLdIlpEXtS0x,3,1,die,die,PRON
5402,Q16_R_vodKLdIlpEXtS0x_3_2,R_vodKLdIlpEXtS0x,3,2,wel,wel,ADV
5403,Q16_R_vodKLdIlpEXtS0x_3_3,R_vodKLdIlpEXtS0x,3,3,een,een,DET
5404,Q16_R_vodKLdIlpEXtS0x_3_4,R_vodKLdIlpEXtS0x,3,4,impact,impact,NOUN
5405,Q16_R_vodKLdIlpEXtS0x_3_5,R_vodKLdIlpEXtS0x,3,5,hadden,hebben,VERB
5406,Q16_R_vodKLdIlpEXtS0x_3_6,R_vodKLdIlpEXtS0x,3,6,in,in,ADP
5407,Q16_R_vodKLdIlpEXtS0x_3_7,R_vodKLdIlpEXtS0x,3,7,de,de,DET
5408,Q16_R_vodKLdIlpEXtS0x_3_8,R_vodKLdIlpEXtS0x,3,8,periode,periode,NOUN
5409,Q16_R_vodKLdIlpEXtS0x_3_9,R_vodKLdIlpEXtS0x,3,9,dat,dat,SCONJ
5410,Q16_R_vodKLdIlpEXtS0x_3_10,R_vodKLdIlpEXtS0x,3,10,ze,ze,PRON
5411,Q16_R_vodKLdIlpEXtS0x_3_11,R_vodKLdIlpEXtS0x,3,11,uitkwamen,uitkomen,VERB
5412,Q16_R_vodKLdIlpEXtS0x_3_12,R_vodKLdIlpEXtS0x,3,12,en,en,CCONJ
5413,Q16_R_vodKLdIlpEXtS0x_3_13,R_vodKLdIlpEXtS0x,3,13,ook,ook,ADV
5414,Q16_R_vodKLdIlpEXtS0x_3_14,R_vodKLdIlpEXtS0x,3,14,erg,erg,ADJ
5415,Q16_R_vodKLdIlpEXtS0x_3_15,R_vodKLdIlpEXtS0x,3,15,populair,populair,ADJ
5416,Q16_R_vodKLdIlpEXtS0x_3_16,R_vodKLdIlpEXtS0x,3,16,waren,zijn,AUX
5417,Q16_R_vodKLdIlpEXtS0x_3_17,R_vodKLdIlpEXtS0x,3,17,",",",",PUNCT
5418,Q16_R_vodKLdIlpEXtS0x_3_18,R_vodKLdIlpEXtS0x,3,18,maar,maar,CCONJ
5419,Q16_R_vodKLdIlpEXtS0x_3_19,R_vodKLdIlpEXtS0x,3,19,die,die,PRON
5420,Q16_R_vodKLdIlpEXtS0x_3_20,R_vodKLdIlpEXtS0x,3,20,nu,nu,ADV
5421,Q16_R_vodKLdIlpEXtS0x_3_21,R_vodKLdIlpEXtS0x,3,21,afgebrand,afbranden,VERB
5422,Q16_R_vodKLdIlpEXtS0x_3_22,R_vodKLdIlpEXtS0x,3,22,zouden,zullen,AUX
5423,Q16_R_vodKLdIlpEXtS0x_3_23,R_vodKLdIlpEXtS0x,3,23,worden,worden,AUX
5424,Q16_R_vodKLdIlpEXtS0x_3_24,R_vodKLdIlpEXtS0x,3,24,omwille,omwille,ADV
5425,Q16_R_vodKLdIlpEXtS0x_3_25,R_vodKLdIlpEXtS0x,3,25,van,van,ADP
5426,Q16_R_vodKLdIlpEXtS0x_3_26,R_vodKLdIlpEXtS0x,3,26,hun,hun,PRON
5427,Q16_R_vodKLdIlpEXtS0x_3_27,R_vodKLdIlpEXtS0x,3,27,inhoud,inhoud,NOUN
5428,Q16_R_vodKLdIlpEXtS0x_3_28,R_vodKLdIlpEXtS0x,3,28,...,...,PUNCT
5429,Q16_R_AHcFiIyg1aNz1qV_0_0,R_AHcFiIyg1aNz1qV,0,0,Alleen,alleen,ADV
5430,Q16_R_AHcFiIyg1aNz1qV_0_1,R_AHcFiIyg1aNz1qV,0,1,maar,maar,ADV
5431,Q16_R_AHcFiIyg1aNz1qV_0_2,R_AHcFiIyg1aNz1qV,0,2,als,als,SCONJ
5432,Q16_R_AHcFiIyg1aNz1qV_0_3,R_AHcFiIyg1aNz1qV,0,3,het,het,PRON
5433,Q16_R_AHcFiIyg1aNz1qV_0_4,R_AHcFiIyg1aNz1qV,0,4,kwalitatief,kwalitatief,ADJ
5434,Q16_R_AHcFiIyg1aNz1qV_0_5,R_AHcFiIyg1aNz1qV,0,5,goed,goed,ADJ
5435,Q16_R_AHcFiIyg1aNz1qV_0_6,R_AHcFiIyg1aNz1qV,0,6,werk,werk,NOUN
5436,Q16_R_AHcFiIyg1aNz1qV_0_7,R_AHcFiIyg1aNz1qV,0,7,is,zijn,AUX
5437,Q16_R_AHcFiIyg1aNz1qV_0_8,R_AHcFiIyg1aNz1qV,0,8,(,(,PUNCT
5438,Q16_R_AHcFiIyg1aNz1qV_0_9,R_AHcFiIyg1aNz1qV,0,9,en,en,CCONJ
5439,Q16_R_AHcFiIyg1aNz1qV_0_10,R_AHcFiIyg1aNz1qV,0,10,dat,dat,PRON
5440,Q16_R_AHcFiIyg1aNz1qV_0_11,R_AHcFiIyg1aNz1qV,0,11,is,zijn,AUX
5441,Q16_R_AHcFiIyg1aNz1qV_0_12,R_AHcFiIyg1aNz1qV,0,12,er,er,ADV
5442,Q16_R_AHcFiIyg1aNz1qV_0_13,R_AHcFiIyg1aNz1qV,0,13,heus,heus,ADV
5443,Q16_R_AHcFiIyg1aNz1qV_0_14,R_AHcFiIyg1aNz1qV,0,14,wel,wel,ADV
5444,Q16_R_AHcFiIyg1aNz1qV_0_15,R_AHcFiIyg1aNz1qV,0,15,),),PUNCT
5445,Q16_R_AHcFiIyg1aNz1qV_0_16,R_AHcFiIyg1aNz1qV,0,16,.,.,PUNCT
5446,Q16_R_2ri5Hm5h9rPrsb2_0_0,R_2ri5Hm5h9rPrsb2,0,0,Kan,kunnen,VERB
5447,Q16_R_2ri5Hm5h9rPrsb2_0_1,R_2ri5Hm5h9rPrsb2,0,1,",",",",PUNCT
5448,Q16_R_2ri5Hm5h9rPrsb2_0_2,R_2ri5Hm5h9rPrsb2,0,2,maar,maar,CCONJ
5449,Q16_R_2ri5Hm5h9rPrsb2_0_3,R_2ri5Hm5h9rPrsb2,0,3,moet,moeten,AUX
5450,Q16_R_2ri5Hm5h9rPrsb2_0_4,R_2ri5Hm5h9rPrsb2,0,4,beoordeeld,beoordeeld,VERB
5451,Q16_R_2ri5Hm5h9rPrsb2_0_5,R_2ri5Hm5h9rPrsb2,0,5,worden,worden,AUX
5452,Q16_R_2ri5Hm5h9rPrsb2_0_6,R_2ri5Hm5h9rPrsb2,0,6,op,op,ADP
5453,Q16_R_2ri5Hm5h9rPrsb2_0_7,R_2ri5Hm5h9rPrsb2,0,7,kwaliteit,kwaliteit,NOUN
5454,Q16_R_2ri5Hm5h9rPrsb2_0_8,R_2ri5Hm5h9rPrsb2,0,8,.,.,PUNCT
5455,Q16_R_2trOdxuBmeSGoF5_0_0,R_2trOdxuBmeSGoF5,0,0,ik,ik,PRON
5456,Q16_R_2trOdxuBmeSGoF5_0_1,R_2trOdxuBmeSGoF5,0,1,heb,hebben,AUX
5457,Q16_R_2trOdxuBmeSGoF5_0_2,R_2trOdxuBmeSGoF5,0,2,het,het,PRON
5458,Q16_R_2trOdxuBmeSGoF5_0_3,R_2trOdxuBmeSGoF5,0,3,moeilijk,moeilijk,ADJ
5459,Q16_R_2trOdxuBmeSGoF5_0_4,R_2trOdxuBmeSGoF5,0,4,met,met,ADP
5460,Q16_R_2trOdxuBmeSGoF5_0_5,R_2trOdxuBmeSGoF5,0,5,"""","""",PUNCT
5461,Q16_R_2trOdxuBmeSGoF5_0_6,R_2trOdxuBmeSGoF5,0,6,moeten,moeten,VERB
5462,Q16_R_2trOdxuBmeSGoF5_0_7,R_2trOdxuBmeSGoF5,0,7,"""","""",PUNCT
5463,Q16_R_2trOdxuBmeSGoF5_0_8,R_2trOdxuBmeSGoF5,0,8,.Het,.Het,PRON
